address,suburb,earliest_confirmed_year,min_age_years,lead_score,age_confidence,address_match,area_m2,lot_m2,length_m,width_m,rect_fill,category,contact_name,contact_phone,contact_email,contact_website,postcode,council,pools_at_address,lat,lon,osm_id
116 GLENGARRY DRIVE GLENMORE PARK,GLENMORE PARK,2005,21,54.4,0.45,exact,21.4,1046.1,6.8,3.5,0.888,residential,,,,,2745,PENRITH,,-33.8034441,150.6910325,way/835476525
1-5 TORQUAY TERRACE GLENMORE PARK,GLENMORE PARK,1998,28,54.4,0.38,nearby,30.1,32068.0,7.5,4.6,0.875,residential,,,,,2745,PENRITH,,-33.800987,150.6914208,way/871551318
4 NEIL STREET EPPING,EPPING,2005,21,54.4,0.52,exact,38.2,1194.4,9.4,4.1,0.998,residential,,,,,2121,CITY OF PARRAMATTA,,-33.7783964,151.0681411,way/906403412
25 PARRIWI ROAD MOSMAN,MOSMAN,2005,21,54.4,0.57,nearby,32.4,1342.1,8.8,3.8,0.955,residential,,,,,2088,MOSMAN,,-33.8153333,151.2446665,way/1532947696
2 DUNBAR STREET WATSONS BAY,WATSONS BAY,1998,28,54.4,0.47,exact,11.4,733.0,6.2,1.8,0.999,residential,,,,,2030,WOOLLAHRA,,-33.8451146,151.2849337,way/1481742930
36 MAGNOLIA AVENUE EPPING,EPPING,2005,21,54.4,0.47,nearby,42.7,1115.4,11.2,4.6,0.834,residential,,,,,2121,CITY OF PARRAMATTA,,-33.7648435,151.0655305,way/838429851
32 PEMBROKE STREET EPPING,EPPING,2005,21,54.4,0.35,nearby,39.1,998.7,9.2,5.9,0.724,residential,,,,,2121,CITY OF PARRAMATTA,,-33.7718679,151.0866109,way/842572863
107 RAY ROAD EPPING,EPPING,2005,21,54.4,0.4,exact,40.1,1137.2,9.3,4.5,0.962,residential,,,,,2121,CITY OF PARRAMATTA,,-33.7670407,151.0725944,way/922378796
25 DARWIN STREET CARLINGFORD,CARLINGFORD,2005,21,54.4,0.18,exact,38.7,1136.4,8.9,5.2,0.828,residential,,,,,2118,CITY OF PARRAMATTA,,-33.7755118,151.0553713,way/962531569
26 PEMBROKE ROAD MARSFIELD,MARSFIELD,2005,21,54.4,0.52,exact,51.0,106274.2,12.3,6.8,0.607,residential,,,,,2122,RYDE,2,-33.7737333,151.0984631,way/970822434
4 MARIAM PLACE CHERRYBROOK,CHERRYBROOK,2005,21,54.4,0.55,exact,10.4,907.8,4.2,2.5,0.999,residential,,,,,2126,HORNSBY,,-33.7323056,151.0295416,way/1309635532
7 ROCHDALE CIRCUIT STANHOPE GARDENS,,1998,28,54.4,0.12,exact,79.1,751.3,13.9,5.7,0.999,residential,,,,,,,,-33.7134858,150.9267333,way/286366818
58 JUPITER ROAD KELLYVILLE,KELLYVILLE,2005,21,54.4,0.45,exact,15.1,972.0,5.4,3.0,0.918,residential,,,,,2155,THE HILLS SHIRE,,-33.7021266,150.9539017,way/1391463410
ROY WATTS ROAD GLENFIELD,GLENFIELD,1998,28,54.3,0.58,exact,431.9,1289486.9,36.4,11.9,1.0,public_commercial,,,,,2167,CAMPBELLTOWN,,-33.9695597,150.8907409,way/400705246
25 GEORGE STREET NORTH STRATHFIELD,NORTH STRATHFIELD,2005,21,54.3,0.79,exact,58.7,10882.1,12.7,4.6,1.0,residential,,,,,2137,CANADA BAY,,-33.8532172,151.0851176,way/576549277
346 MILITARY ROAD VAUCLUSE,VAUCLUSE,1998,28,54.3,0.27,exact,35.2,522.4,10.3,3.6,0.965,residential,,,,,2030,WOOLLAHRA,,-33.8634193,151.2809691,way/955398600
98 LIVERPOOL STREET SYDNEY,SYDNEY,2005,21,54.3,0.45,exact,41.8,7553.4,10.1,5.3,0.779,residential,,,,,2000,SYDNEY,,-33.8758297,151.2068912,way/1352893166
24 EASTWOOD AVENUE EASTWOOD,EASTWOOD,2005,21,54.3,0.4,exact,29.3,2031.8,8.5,3.6,0.958,residential,,,,,2122,RYDE,,-33.785039,151.080981,way/1337621134
101 MIDDLE HEAD ROAD MOSMAN,MOSMAN,1998,28,54.3,0.27,exact,31.6,408.6,8.5,3.7,0.999,residential,,,,,2088,MOSMAN,,-33.8329804,151.2476045,way/1484219325
8 THE ESPLANADE MOSMAN,MOSMAN,2005,21,54.3,0.33,exact,26.5,1554.9,9.1,3.9,0.741,residential,,,,,2088,MOSMAN,,-33.8214967,151.2507182,way/1532945599
12 SALISBURY STREET WATSONS BAY,WATSONS BAY,2005,21,54.3,0.6,exact,59.5,3667.1,15.4,3.9,0.995,residential,,,,,2030,WOOLLAHRA,,-33.8464695,151.2815824,way/954966062
192 PACIFIC HIGHWAY WOLLSTONECRAFT,WOLLSTONECRAFT,2005,21,54.3,0.4,exact,47.3,1618.0,11.8,4.0,0.999,residential,,,,,2065,NORTH SYDNEY,,-33.8325749,151.203995,way/1374931865
40 EDWARD STREET NORTH SYDNEY,NORTH SYDNEY,2005,21,54.3,0.67,exact,45.0,15582.9,8.8,5.1,0.997,residential,,,,,2060,NORTH SYDNEY,,-33.8374588,151.2034533,way/1469131773
1G/8 WATERVIEW DRIVE LANE COVE,COVE,2005,21,54.3,0.67,exact,46.5,18785.1,9.8,4.8,1.0,residential,,,,,,,,-33.8213453,151.150044,way/1082894868
1 PAYTEN STREET PUTNEY,PUTNEY,2005,21,54.3,0.33,exact,20.9,1264.4,9.0,3.0,0.765,residential,,,,,2112,RYDE,,-33.8223703,151.1059466,way/1263363142
16 WYCOMBE STREET EPPING,EPPING,2005,21,54.3,0.5,nearby,40.2,719.7,8.6,5.7,0.825,residential,,,,,2121,CITY OF PARRAMATTA,,-33.7630258,151.0710361,way/834059800
199A CARLINGFORD ROAD CARLINGFORD,CARLINGFORD,2005,21,54.3,0.67,exact,28.2,629.4,8.0,3.5,0.999,residential,,,,,2118,CITY OF PARRAMATTA,,-33.7770701,151.0567898,way/943720146
181B RAY ROAD EPPING,EPPING,2005,21,54.3,0.55,exact,21.6,1830.9,7.2,3.1,0.976,residential,,,,,2121,CITY OF PARRAMATTA,,-33.7695419,151.0638403,way/953204413
49 WALLALONG CRESCENT WEST PYMBLE,WEST PYMBLE,2005,21,54.3,0.33,exact,14.0,1597.9,5.5,2.9,0.871,residential,,,,,2073,KU-RING-GAI,,-33.7643733,151.1220178,way/1453221816
1 BLIGHS ROAD CROMER,CROMER,1998,28,54.3,0.16,nearby,15.6,839.3,5.1,3.1,0.999,residential,,,,,2099,NORTHERN BEACHES,,-33.7303844,151.2689107,way/1426441446
12-24 HOPE STREET BLAXLAND,BLAXLAND,1998,28,54.3,0.55,nearby,24.6,7059.2,8.0,3.1,0.998,residential,,,,,2774,BLUE MOUNTAINS,,-33.7453737,150.6106505,way/1011162134
28 CAVENAH WAY KELLYVILLE RIDGE,KELLYVILLE RIDGE,2005,21,54.3,0.82,exact,16.8,776.2,7.2,2.3,1.0,residential,,,,,2155,BLACKTOWN,,-33.6982936,150.9202411,way/1415281098
18 NICHOLI STREET KELLYVILLE RIDGE,KELLYVILLE RIDGE,2005,21,54.3,0.72,nearby,48.4,652.0,9.2,5.3,0.998,residential,,,,,2155,BLACKTOWN,,-33.7008225,150.9227458,way/1509318197
RIVERBANK DRIVE THE PONDS,THE PONDS,1998,28,54.3,0.31,exact,29.1,384857.2,7.2,4.1,0.971,residential,,,,,2769,BLACKTOWN,2,-33.7001901,150.9107107,way/1543960173
869 BRINGELLY ROAD BRINGELLY,BRINGELLY,2005,21,54.2,0.76,exact,39.1,27786.3,9.3,4.7,0.883,residential,,,,,2556,CAMDEN,,-33.9433253,150.7459035,way/952717653
25 PARKERS FARM PLACE CASULA,CASULA,1998,28,54.2,0.52,nearby,27.9,57646.2,7.9,3.9,0.914,residential,,,,,2170,LIVERPOOL,,-33.9572637,150.8801582,way/1009243418
IVOR AVENUE MIDDLETON GRANGE,MIDDLETON GRANGE,1998,28,54.2,0.23,exact,20.5,300578.1,5.7,4.5,0.809,residential,,,,,2171,LIVERPOOL,4,-33.8980421,150.8385947,way/1551477852
6 KINTORE STREET DULWICH HILL,DULWICH HILL,1998,28,54.2,0.42,exact,85.8,21935.6,14.1,6.1,1.0,residential,,,,,2203,INNER WEST,,-33.9054091,151.1399482,way/1228795004
309 GREEN VALLEY ROAD GREEN VALLEY,GREEN VALLEY,1998,28,54.2,0.27,nearby,21.1,1154.9,6.8,3.1,0.999,residential,,,,,2168,LIVERPOOL,,-33.9006158,150.8576131,way/1551211781
46 MACKENZIE STREET CONCORD WEST,CONCORD WEST,2005,21,54.2,0.56,nearby,40.1,912.0,9.2,4.4,0.999,residential,,,,,2138,CANADA BAY,,-33.8522633,151.0893156,way/677396020
8 LORRAINE STREET NORTH STRATHFIELD,NORTH STRATHFIELD,2005,21,54.2,0.54,exact,25.4,869.8,6.6,3.9,0.999,residential,,,,,2137,CANADA BAY,,-33.8566079,151.0848342,way/677396048
29 EBSWORTH ROAD ROSE BAY,ROSE BAY,2005,21,54.2,0.54,exact,20.6,861.1,5.2,3.9,1.0,residential,,,,,2029,WOOLLAHRA,,-33.8673725,151.2765288,way/875174182
1/375 OLD SOUTH HEAD ROAD NORTH BONDI,NORTH BONDI,1998,28,54.2,0.45,exact,27.9,314.3,6.6,4.4,0.972,residential,,,,,2026,WAVERLEY,,-33.8813106,151.2704391,way/955333200
5 RALEIGH STREET DOVER HEIGHTS,DOVER HEIGHTS,2005,21,54.2,0.54,exact,25.5,889.6,7.5,3.5,0.984,residential,,,,,2030,WAVERLEY,,-33.8777424,151.2819472,way/955843448
1-59 QUAY STREET HAYMARKET,HAYMARKET,1998,28,54.2,0.43,exact,28.6,16788.2,9.6,3.0,1.0,residential,,,,,2000,SYDNEY,,-33.8796293,151.201854,way/1252288251
75-99 FAIRLIGHT ROAD MULGOA,MULGOA,1998,28,54.2,0.42,exact,39.4,388755.5,10.5,4.1,0.92,residential,,,,,2745,PENRITH,2,-33.8356436,150.6430871,way/817634111
2097-2113 THE NORTHERN ROAD GLENMORE PARK,GLENMORE PARK,2005,21,54.2,0.76,exact,43.9,70030.1,11.4,5.1,0.755,residential,,,,,2745,PENRITH,,-33.8024673,150.6941221,way/849453468
141 UPPER CLONTARF STREET SEAFORTH,SEAFORTH,1998,28,54.2,0.16,nearby,34.3,751.9,8.4,4.1,1.0,residential,,,,,2092,NORTHERN BEACHES,,-33.7823104,151.2425216,way/1295174691
10 MONTAUBAN AVENUE SEAFORTH,SEAFORTH,1998,28,54.2,0.31,exact,54.4,664.5,14.0,3.9,0.999,residential,,,,,2092,NORTHERN BEACHES,,-33.7917773,151.2447998,way/1352800438
167 OURIMBAH ROAD MOSMAN,MOSMAN,2005,21,54.2,0.64,exact,44.9,337.4,9.1,6.1,0.803,residential,,,,,2088,MOSMAN,,-33.8212382,151.2336246,way/1524873290
15 COUNTESS STREET MOSMAN,MOSMAN,2005,21,54.2,0.7,exact,46.9,429.6,9.6,4.9,0.998,residential,,,,,2088,MOSMAN,,-33.82233,151.2357972,way/1524873294
 ARTARMON,,2005,21,54.2,0.51,exact,30.0,24828.9,8.5,5.1,0.686,residential,,,,,,,,-33.8131379,151.1927051,way/1524873319
17 GRAFTON AVENUE NAREMBURN,NAREMBURN,2005,21,54.2,0.54,exact,18.2,813.9,5.5,3.3,1.0,residential,,,,,2065,WILLOUGHBY,,-33.8170567,151.2078362,way/1530597783
51A WYCOMBE ROAD NEUTRAL BAY,NEUTRAL BAY,2005,21,54.2,0.66,exact,21.4,959.5,8.0,2.7,1.0,residential,,,,,2089,NORTH SYDNEY,,-33.8379165,151.2225231,way/1507674652
12 MARTIN STREET NAREMBURN,NAREMBURN,2005,21,54.2,0.82,exact,35.2,495.5,9.3,3.8,1.0,residential,,,,,2065,WILLOUGHBY,,-33.8210485,151.1996232,way/1511363452
11 VISTA STREET GREENWICH,GREENWICH,2005,21,54.2,0.29,exact,82.9,864.5,18.1,6.3,0.732,residential,,,,,2065,LANE COVE,,-33.8322864,151.1878788,way/1526394882
17 CURTIS STREET RYDE,RYDE,2005,21,54.2,0.56,nearby,46.5,1041.8,9.4,5.0,1.0,residential,,,,,2112,RYDE,,-33.8231176,151.1152609,way/1260433169
26X STANLEY ROAD EPPING,EPPING,2005,21,54.2,0.76,exact,55.7,99915.9,11.2,5.8,0.859,residential,,,,,2121,CITY OF PARRAMATTA,3,-33.7770918,151.0932473,way/969967388
6 LEICESTER STREET EPPING,EPPING,2005,21,54.2,0.17,exact,41.6,1111.7,9.1,5.8,0.786,residential,,,,,2121,CITY OF PARRAMATTA,,-33.7680793,151.063023,way/944472457
175 CARLINGFORD ROAD CARLINGFORD,CARLINGFORD,2005,21,54.2,0.46,nearby,41.0,1141.9,9.5,4.7,0.919,residential,,,,,2118,CITY OF PARRAMATTA,,-33.7762553,151.0588391,way/946171787
23 AGINCOURT ROAD MARSFIELD,MARSFIELD,2005,21,54.2,0.83,nearby,27.6,967.9,8.4,3.6,0.922,residential,,,,,2122,RYDE,,-33.7755445,151.101856,way/970822440
3 NIRIMBA AVENUE NORTH EPPING,NORTH EPPING,2005,21,54.2,0.34,nearby,57.0,1227.1,12.6,5.6,0.806,residential,,,,,2121,HORNSBY,,-33.7596892,151.0918729,way/1055866673
17 BORONIA AVENUE BEECROFT,BEECROFT,2005,21,54.2,0.17,exact,34.1,1191.6,8.5,5.0,0.803,residential,,,,,2119,HORNSBY,,-33.7560389,151.0680514,way/1065028180
21 GRAYS LANE CRANEBROOK,CRANEBROOK,1998,28,54.2,0.26,exact,25.3,7258.4,7.4,3.5,0.967,residential,,,,,2749,PENRITH,,-33.7064791,150.7102375,way/1120069634
20 AVON ROAD PYMBLE,PYMBLE,1998,28,54.2,0.59,nearby,36.9,292702.4,9.2,4.0,0.999,residential,,,,,2073,KU-RING-GAI,,-33.7470942,151.1337791,way/942757542
WITHERS ROAD NORTH KELLYVILLE,NORTH KELLYVILLE,1998,28,54.2,0.57,exact,13.5,87118.9,5.6,2.4,0.999,residential,,,,,2155,THE HILLS SHIRE,2,-33.6853537,150.9406076,way/1492015211
4-6 WATER STREET WAHROONGA,WAHROONGA,1998,28,54.2,0.23,exact,78.8,11047.7,14.6,5.4,0.999,residential,,,,,2076,KU-RING-GAI,,-33.7147685,151.1222675,way/1482797064
13 MORETON ROAD MINTO HEIGHTS,MINTO HEIGHTS,2005,21,54.1,0.63,exact,30.4,29479.3,8.9,4.1,0.835,residential,,,,,2566,CAMPBELLTOWN,,-34.0370874,150.8769902,way/868038817
22 KINGDON PARADE LONG POINT,LONG POINT,2005,21,54.1,0.78,exact,33.4,6900.4,8.6,3.9,0.998,residential,,,,,2564,CAMPBELLTOWN,,-34.0175806,150.8980163,way/868038770
10 YASS CLOSE PRESTONS,PRESTONS,1998,28,54.1,0.32,nearby,21.7,798.2,7.4,3.3,0.898,residential,,,,,2170,LIVERPOOL,,-33.9503182,150.8565995,way/1002304150
17 LEICESTER AVENUE STRATHFIELD,STRATHFIELD,1998,28,54.1,0.26,exact,38.0,539.1,9.9,3.8,0.999,residential,,,,,2135,STRATHFIELD,,-33.8677245,151.0933604,way/573792122
230 CONCORD ROAD CONCORD WEST,CONCORD WEST,2005,21,54.1,0.55,nearby,40.1,944.7,9.2,4.4,0.999,residential,,,,,2138,CANADA BAY,,-33.8519392,151.0904529,way/677396019
15 WILBERFORCE AVENUE ROSE BAY,ROSE BAY,1998,28,54.1,0.1,exact,17.1,951.2,6.8,2.5,0.999,residential,,,,,2029,WOOLLAHRA,,-33.8722208,151.2707963,way/875174355
1 RICHMOND ROAD ROSE BAY,ROSE BAY,2005,21,54.1,0.34,exact,21.5,671.5,7.1,4.2,0.717,residential,,,,,2029,WOOLLAHRA,,-33.8721375,151.268481,way/1365698177
9 BOAMBILLEE AVENUE VAUCLUSE,VAUCLUSE,1998,28,54.1,0.2,nearby,34.1,1333.8,12.2,2.9,0.952,residential,,,,,2030,WOOLLAHRA,,-33.8540482,151.2751354,way/1482703875
1-5 JEFFREYS STREET KIRRIBILLI,KIRRIBILLI,2005,21,54.1,0.39,exact,29.9,4981.4,8.3,3.6,0.999,residential,,,,,2061,NORTH SYDNEY,,-33.8479807,151.2142603,way/1224973724
53 LLOYD STREET BLACKTOWN,BLACKTOWN,1998,28,54.1,0.43,nearby,41.9,458.2,10.6,4.1,0.963,residential,,,,,2148,BLACKTOWN,,-33.7782089,150.8843058,way/1033358447
32A THIRD AVENUE EPPING,EPPING,2005,21,54.1,0.17,exact,47.3,1369.5,10.1,5.5,0.852,residential,,,,,2121,CITY OF PARRAMATTA,,-33.7820258,151.0661127,way/906403390
36 HOLWAY STREET EASTWOOD,EASTWOOD,2005,21,54.1,0.64,nearby,26.4,785.5,7.0,4.6,0.816,residential,,,,,2122,RYDE,,-33.7883515,151.0719055,way/935696685
1/13 CARLYLE STREET WOLLSTONECRAFT,WOLLSTONECRAFT,2005,21,54.1,0.7,nearby,12.7,878.1,4.9,2.6,0.999,residential,,,,,2065,NORTH SYDNEY,,-33.829528,151.1974164,way/1519565521
63 CAMMERAY ROAD CAMMERAY,CAMMERAY,2005,21,54.1,0.7,nearby,24.1,915.8,7.2,3.3,0.999,residential,,,,,2062,NORTH SYDNEY,,-33.8197111,151.2235334,way/1524873292
49 WYCOMBE ROAD NEUTRAL BAY,NEUTRAL BAY,2005,21,54.1,0.48,nearby,12.4,1043.6,4.0,4.0,0.78,residential,,,,,2089,NORTH SYDNEY,,-33.8380176,151.2219905,way/1525469834
2A ADDISON AVENUE ROSEVILLE,ROSEVILLE,2005,21,54.1,0.33,nearby,46.5,1103.5,9.8,5.8,0.825,residential,,,,,2069,KU-RING-GAI,,-33.7815517,151.1879363,way/1371379186
44 CROWS NEST ROAD WAVERTON,WAVERTON,2005,21,54.1,0.33,nearby,54.4,1093.7,12.1,5.5,0.82,residential,,,,,2060,NORTH SYDNEY,,-33.8335093,151.2025413,way/1469131794
12 ARKLAND STREET CAMMERAY,CAMMERAY,2005,21,54.1,0.54,exact,34.6,622.5,8.6,4.0,0.998,residential,,,,,2062,NORTH SYDNEY,,-33.8206582,151.2160557,way/1511440377
109 BLAXLAND ROAD RYDE,RYDE,2005,21,54.1,0.8,nearby,37.0,44894.2,8.9,5.0,0.829,residential,,,,,2112,RYDE,,-33.8112648,151.1057681,way/1371188576
5 ADA PLACE CARLINGFORD,CARLINGFORD,2005,21,54.1,0.33,nearby,31.1,1180.5,8.1,4.6,0.83,residential,,,,,2118,CITY OF PARRAMATTA,,-33.7707474,151.0484572,way/955244621
6 EYLES AVENUE EPPING,EPPING,2005,21,54.1,0.67,nearby,38.7,1013.6,9.7,4.0,0.999,residential,,,,,2121,CITY OF PARRAMATTA,,-33.7726194,151.0574534,way/955244622
31 ROSS STREET EPPING,EPPING,2005,21,54.1,0.32,exact,23.3,1255.2,7.9,3.6,0.828,residential,,,,,2121,CITY OF PARRAMATTA,,-33.7753054,151.0568775,way/967423137
6 WILLOUGHBY STREET EPPING,EPPING,2005,21,54.1,0.33,nearby,51.1,887.6,10.4,6.3,0.78,residential,,,,,2121,CITY OF PARRAMATTA,,-33.7767221,151.066329,way/968771199
202 VIMIERA ROAD MARSFIELD,MARSFIELD,2005,21,54.1,0.63,exact,44.8,136483.7,10.0,5.8,0.773,residential,,,,,2122,RYDE,3,-33.7697573,151.1037328,way/972576840
283 VIMIERA ROAD MARSFIELD,MARSFIELD,2005,21,54.1,0.71,exact,18.6,13768.4,6.0,3.6,0.851,residential,,,,,2122,RYDE,,-33.7654699,151.1048457,way/1000790075
3 WALLIS GLEN CRANEBROOK,CRANEBROOK,2005,21,54.1,0.7,nearby,25.4,932.1,6.9,3.7,0.999,residential,,,,,2749,PENRITH,,-33.7158941,150.7131406,way/1111996775
17-31 HOSKING STREET CRANEBROOK,CRANEBROOK,1998,28,54.1,0.44,nearby,22.0,10356.0,7.5,3.4,0.873,residential,,,,,2749,PENRITH,,-33.7207106,150.7098763,way/1127710241
12 MACPHERSON STREET WARRIEWOOD,WARRIEWOOD,1998,28,54.1,0.54,nearby,14.9,18744.6,5.9,2.5,1.0,residential,,,,,2102,NORTHERN BEACHES,,-33.6880521,151.2940637,way/1333078168
196-202 NICHOLSON PARADE CRONULLA,CRONULLA,1998,28,54.0,0.56,exact,399.0,44053.3,31.2,12.8,1.0,public_commercial,,,,,2230,SUTHERLAND SHIRE,,-34.0726335,151.1481087,way/1026009344
128-320 DENHAM COURT ROAD DENHAM COURT,,1998,28,54.0,0.56,exact,20.6,348312.4,6.9,3.0,1.0,residential,,,,,,,,-33.9787733,150.8301729,way/983780821
1710 CAMDEN VALLEY WAY EDMONDSON PARK,EDMONDSON PARK,1998,28,54.0,0.56,exact,12.3,29544.8,6.1,2.1,0.972,residential,,,,,2174,LIVERPOOL,,-33.9506765,150.8393077,way/1268274085
21-29 MUNDA STREET RANDWICK,RANDWICK,1998,28,54.0,0.34,exact,26.3,20742.2,6.0,5.0,0.871,residential,,,,,2031,RANDWICK,,-33.9309109,151.2468472,way/954669728
296A OLD CANTERBURY ROAD ASHFIELD,ASHFIELD,1998,28,54.0,0.61,nearby,22.2,38263.2,6.7,3.3,0.998,residential,,,,,2131,INNER WEST,,-33.9008353,151.1294475,way/1221648520
TENNYSON STREET DULWICH HILL,DULWICH HILL,1998,28,54.0,0.46,nearby,35.5,20205.3,8.3,4.5,0.937,residential,,,,,2203,INNER WEST,,-33.9120795,151.1363771,way/1228048628
7 ABERGELDIE STREET DULWICH HILL,DULWICH HILL,1998,28,54.0,0.3,exact,30.8,572.4,10.8,2.9,0.998,residential,,,,,2203,INNER WEST,,-33.8992958,151.1341078,way/1228048694
3 MENA STREET NORTH STRATHFIELD,NORTH STRATHFIELD,2005,21,54.0,0.38,exact,40.1,832.0,9.2,4.4,0.999,residential,,,,,2137,CANADA BAY,,-33.854093,151.0844164,way/677396040
165 MILTON STREET ASHBURY,ASHBURY,1998,28,54.0,0.61,nearby,23.8,21644.1,7.3,3.3,0.982,residential,,,,,2193,CANTERBURY-BANKSTOWN,,-33.8966257,151.1203918,way/1460884419
14 VIEW STREET WOOLLAHRA,WOOLLAHRA,1998,28,54.0,0.3,nearby,34.3,397.4,8.2,4.2,1.0,residential,,,,,2025,WOOLLAHRA,,-33.8879976,151.2493918,way/1424707071
1 DOOMBEN AVENUE EASTWOOD,EASTWOOD,2005,21,54.0,0.21,nearby,50.9,1865.5,10.6,5.9,0.812,residential,,,,,2122,RYDE,,-33.7835539,151.0841672,way/844180564
2B CUMBERLAND STREET EPPING,EPPING,2005,21,54.0,0.59,exact,43.5,482.3,10.4,4.7,0.889,residential,,,,,2121,CITY OF PARRAMATTA,,-33.7783984,151.0646645,way/906403396
3 DEBORAH PLACE EASTWOOD,EASTWOOD,2005,21,54.0,0.4,exact,37.9,1093.3,10.5,4.0,0.915,residential,,,,,2122,RYDE,,-33.782085,151.0929718,way/969967349
5 BRADY STREET MOSMAN,MOSMAN,2005,21,54.0,0.7,nearby,13.3,2182.0,5.8,2.3,0.998,residential,,,,,2088,MOSMAN,,-33.8224537,151.2405077,way/1511440250
56 KAMERUKA ROAD NORTHBRIDGE,NORTHBRIDGE,2005,21,54.0,0.58,nearby,23.0,1569.9,7.1,3.2,0.999,residential,,,,,2063,WILLOUGHBY,,-33.8072921,151.2161591,way/1524854692
3 SHELLBANK PARADE CREMORNE,CREMORNE,2005,21,54.0,0.31,exact,26.5,893.8,7.8,4.3,0.793,residential,,,,,2090,NORTH SYDNEY,,-33.8178839,151.2311532,way/1524861807
1 WATSON ROAD WATSONS BAY,WATSONS BAY,1998,28,54.0,0.44,exact,16.8,214645.7,5.6,3.0,0.999,residential,,,,,2030,WOOLLAHRA,,-33.8375477,151.280537,way/1535189002
35 BURRA ROAD ARTARMON,ARTARMON,2005,21,54.0,0.28,exact,28.7,877.2,9.9,3.6,0.806,residential,,,,,2064,WILLOUGHBY,,-33.8091308,151.1879149,way/1518268718
8 GLENVIEW STREET GREENWICH,GREENWICH,2005,21,54.0,0.38,exact,35.6,811.3,8.7,4.1,0.999,residential,,,,,2065,LANE COVE,,-33.8306142,151.1887286,way/1526394840
50 SHIRLEY ROAD WOLLSTONECRAFT,WOLLSTONECRAFT,2005,21,54.0,0.55,nearby,56.3,3086.0,12.6,4.5,1.0,residential,,,,,2065,NORTH SYDNEY,,-33.8322529,151.1925577,way/1526394874
3 MARS STREET EPPING,EPPING,2005,21,54.0,0.55,exact,49.4,5806.1,10.0,5.6,0.88,residential,,,,,2121,CITY OF PARRAMATTA,2,-33.7759006,151.0633099,way/962501306
2 MELROSE STREET EPPING,EPPING,2005,21,54.0,0.74,exact,26.6,533.0,7.9,4.0,0.848,residential,,,,,2121,CITY OF PARRAMATTA,,-33.7782082,151.0746767,way/834056298
3 DUNMORE ROAD EPPING,EPPING,2005,21,54.0,0.65,exact,14.2,1198.8,5.8,2.5,0.96,residential,,,,,2121,CITY OF PARRAMATTA,,-33.764889,151.0770249,way/857066094
96-104 CARLINGFORD ROAD EPPING,EPPING,2005,21,54.0,0.55,exact,39.7,18542.4,9.2,4.9,0.885,residential,,,,,2121,CITY OF PARRAMATTA,2,-33.7732985,151.0688686,way/951853096
2 DUNLOP STREET EPPING,EPPING,2005,21,54.0,0.33,nearby,42.3,1281.5,9.7,5.0,0.875,residential,,,,,2121,CITY OF PARRAMATTA,,-33.7775111,151.0741263,way/952817905
2-4 NILE CLOSE MARSFIELD,MARSFIELD,2005,21,54.0,0.55,exact,38.6,11844.7,9.0,4.7,0.906,residential,,,,,2122,RYDE,2,-33.765629,151.104133,way/997709261
9 GAY STREET CASTLE HILL,CASTLE HILL,2005,21,54.0,0.55,exact,31.4,7998.6,8.4,4.4,0.841,residential,,,,,2154,THE HILLS SHIRE,,-33.7281289,151.0068605,way/1323151576
58 NORWEST BOULEVARD NORWEST,NORWEST,1998,28,54.0,0.39,nearby,20.5,78838.7,6.7,3.7,0.828,residential,,,,,2153,THE HILLS SHIRE,,-33.7366374,150.9605763,way/1117083830
1585 CASTLEREAGH ROAD CASTLEREAGH,CASTLEREAGH,1998,28,54.0,0.44,exact,16.3,52858.0,5.9,2.8,1.0,residential,,,,,2749,PENRITH,,-33.7110623,150.6952673,way/1112278915
101 HINDMARSH STREET CRANEBROOK,CRANEBROOK,1998,28,54.0,0.26,nearby,27.9,1165.6,8.4,3.3,0.999,residential,,,,,2749,PENRITH,,-33.7143517,150.7127049,way/1119340829
2 DOWNES STREET NORTH EPPING,NORTH EPPING,2005,21,54.0,0.43,nearby,29.5,1748.6,7.8,3.8,1.0,residential,,,,,2121,HORNSBY,,-33.7614038,151.1035553,way/1043287527
9 PARK ROAD KENTHURST,KENTHURST,1998,28,54.0,0.31,exact,36.1,30284.9,10.2,4.1,0.862,residential,,,,,2156,THE HILLS SHIRE,,-33.6438265,151.0050117,way/504027039
9 HOWARD ROAD MINTO HEIGHTS,MINTO HEIGHTS,2005,21,53.9,0.79,nearby,29.4,52256.9,8.6,4.3,0.792,residential,,,,,2566,CAMPBELLTOWN,,-34.0364594,150.8818418,way/868038816
20 O'RIORDAN STREET ALEXANDRIA,ALEXANDRIA,1998,28,53.9,0.36,exact,18.6,5367.0,6.9,2.7,0.998,residential,,,,,2015,SYDNEY,,-33.9076994,151.2020586,way/1119987307
20 BIRNAM GROVE STRATHFIELD,STRATHFIELD,2005,21,53.9,0.66,nearby,41.0,1013.7,10.3,4.0,0.999,residential,,,,,2135,STRATHFIELD,,-33.8815587,151.083112,way/572774744
26 CUMMING AVENUE CONCORD WEST,CONCORD WEST,2005,21,53.9,0.41,exact,25.4,1583.4,6.6,3.9,0.999,residential,,,,,2138,CANADA BAY,,-33.8526735,151.0915972,way/677396011
