address,suburb,postcode,council,earliest_confirmed_year,min_age_years,lead_score,age_confidence,address_match,area_m2,lot_m2,length_m,width_m,rect_fill,category,pools_at_address,reno_state,ti_now,contact_name,contact_phone,contact_email,contact_website,lat,lon,osm_id
105 WOORARRA AVENUE ELANORA HEIGHTS,ELANORA HEIGHTS,2101,NORTHERN BEACHES,1998,28,45.7,0.63,exact,35.5,994.0,9.2,3.9,1.0,residential,,renovated_recent,0.403,,,,,-33.7064614,151.2860275,way/790385916
283 CONCORD ROAD CONCORD WEST,CONCORD WEST,2138,CANADA BAY,2005,21,45.6,0.26,exact,40.1,1540.1,9.2,4.4,0.999,residential,,dark_throughout,0.429,,,,,-33.8522444,151.090693,way/677396017
1 RICHMOND ROAD ROSE BAY,ROSE BAY,2029,WOOLLAHRA,2005,21,45.6,0.34,exact,21.5,671.5,7.1,4.2,0.717,residential,,dark_throughout,0.355,,,,,-33.8721375,151.268481,way/1365698177
47 SHELLCOVE ROAD KURRABA POINT,KURRABA POINT,2089,NORTH SYDNEY,2005,21,45.6,0.51,exact,14.1,2394.5,6.1,2.3,1.0,residential,2,dark_throughout,0.339,,,,,-33.8396143,151.2244893,way/1525482029
17 MORELLA ROAD MOSMAN,MOSMAN,2088,MOSMAN,2005,21,45.6,0.55,exact,35.3,1412.5,11.0,3.2,1.0,residential,2,dark_throughout,0.5,,,,,-33.8400268,151.2513122,way/1534247324
557 VICTORIA ROAD RYDE,RYDE,2112,RYDE,2005,21,45.6,0.34,exact,25.4,2396.8,7.6,4.3,0.782,residential,,unknown,0.337,,,,,-33.8177625,151.115332,way/1257697784
6 WARD STREET EASTWOOD,EASTWOOD,2122,RYDE,2005,21,45.6,0.37,exact,39.6,875.7,9.0,4.6,0.962,residential,,dark_throughout,0.397,,,,,-33.7869392,151.074172,way/1335862110
96 BENELONG ROAD CREMORNE,CREMORNE,2090,NORTH SYDNEY,2005,21,45.6,0.38,exact,21.3,725.1,6.3,3.4,0.999,residential,,mid_tone,0.564,,,,,-33.8248575,151.2281455,way/1511440458
3 SHELLBANK PARADE CREMORNE,CREMORNE,2090,NORTH SYDNEY,2005,21,45.6,0.31,exact,26.5,893.8,7.8,4.3,0.793,residential,,dark_throughout,0.491,,,,,-33.8178839,151.2311532,way/1524861807
173 RAY ROAD EPPING,EPPING,2121,CITY OF PARRAMATTA,2005,21,45.6,0.42,nearby,43.3,1050.7,9.6,5.6,0.813,residential,,dark_throughout,0.491,,,,,-33.7685144,151.0644339,way/857958767
6 LEICESTER STREET EPPING,EPPING,2121,CITY OF PARRAMATTA,2005,21,45.6,0.17,exact,41.6,1111.7,9.1,5.8,0.786,residential,,dark_throughout,0.463,,,,,-33.7680793,151.063023,way/944472457
17 BORONIA AVENUE BEECROFT,BEECROFT,2119,HORNSBY,2005,21,45.6,0.17,exact,34.1,1191.6,8.5,5.0,0.803,residential,,dark_throughout,0.489,,,,,-33.7560389,151.0680514,way/1065028180
7 SANCTUARY CLOSE CHERRYBROOK,CHERRYBROOK,2126,HORNSBY,2005,21,45.6,0.26,exact,29.0,1244.5,7.6,3.8,1.0,residential,,dark_throughout,0.405,,,,,-33.7323868,151.0398404,way/1300842533
17 WERONA STREET PENNANT HILLS,PENNANT HILLS,2120,HORNSBY,1998,28,45.6,0.21,nearby,39.9,770.4,9.0,4.4,0.999,residential,,dark_throughout,0.497,,,,,-33.7332132,151.0728194,way/1305007656
67 LOFTUS ROAD PENNANT HILLS,PENNANT HILLS,2120,HORNSBY,1998,28,45.6,0.24,exact,15.0,1098.6,7.3,2.2,0.935,residential,,dark_throughout,0.399,,,,,-33.7344813,151.0568153,way/1310974943
9 TUDOR AVENUE CHERRYBROOK,CHERRYBROOK,2126,HORNSBY,1998,28,45.6,0.65,nearby,39.5,1235.9,9.0,4.4,0.999,residential,,renovated_recent,0.401,,,,,-33.7214443,151.0526075,way/1327778234
8 AMBLESIDE DRIVE CASTLE HILL,CASTLE HILL,2154,THE HILLS SHIRE,1998,28,45.6,0.65,exact,21.8,985.2,6.0,3.8,0.953,residential,,renovated_recent,0.525,,,,,-33.747221,150.9951538,way/689820832
19 ROBERT ROAD CHERRYBROOK,CHERRYBROOK,2126,HORNSBY,1998,28,45.6,0.4,exact,29.1,1328.7,7.7,4.1,0.92,residential,,renovated_recent,0.417,,,,,-33.7337743,151.0312731,way/1307962170
9 KNIGHTSBRIDGE PLACE CASTLE HILL,CASTLE HILL,2154,THE HILLS SHIRE,2005,21,45.6,0.4,exact,23.1,2668.8,7.1,3.3,1.0,residential,,dark_throughout,0.405,,,,,-33.7128784,150.987035,way/1415593229
5 MILLER WAY KELLYVILLE RIDGE,KELLYVILLE RIDGE,2155,BLACKTOWN,2005,21,45.6,0.44,nearby,37.8,902.9,8.1,6.9,0.676,residential,,unknown,0.337,,,,,-33.7030774,150.9298951,way/1509318204
26 WONGA ROAD CREMORNE,CREMORNE,2090,NORTH SYDNEY,2005,21,45.5,0.55,nearby,23.3,1863.4,8.3,3.6,0.771,residential,2,dark_throughout,0.456,,,,,-33.818393,151.229524,way/1511440218
2 HARDIE STREET NEUTRAL BAY,NEUTRAL BAY,2089,NORTH SYDNEY,2005,21,45.5,0.36,nearby,19.0,1236.2,5.8,3.3,1.0,residential,,mid_tone,0.73,,,,,-33.8326238,151.2175205,way/1519565430
34 BAY STREET MOSMAN,MOSMAN,2088,MOSMAN,2005,21,45.5,0.26,exact,43.9,2744.3,13.6,3.2,1.0,residential,,mid_tone,0.768,,,,,-33.8132999,151.2373803,way/1524864274
53 REYNOLDS STREET CREMORNE,CREMORNE,2090,NORTH SYDNEY,2005,21,45.5,0.33,exact,23.3,1164.0,7.3,3.2,1.0,residential,,mid_tone,0.703,,,,,-33.8264235,151.2283492,way/1524873344
146 RAY ROAD EPPING,EPPING,2121,CITY OF PARRAMATTA,2005,21,45.5,0.27,exact,55.6,1022.5,12.9,5.4,0.796,residential,,dark_throughout,0.441,,,,,-33.7675998,151.066935,way/938744268
20 OCEAN VIEW ROAD FRESHWATER,FRESHWATER,2096,NORTHERN BEACHES,1998,28,45.5,0.34,nearby,21.6,681.7,5.5,3.9,0.999,residential,,dark_throughout,0.517,,,,,-33.7779754,151.2891433,way/571146768
15 FRASER ROAD COWAN,COWAN,2081,HORNSBY,2005,21,45.5,0.5,exact,11.5,867.5,4.0,2.9,0.998,residential,,dark_throughout,0.408,,,,,-33.589972,151.1690083,way/1330540770
32-40 LAVENDER STREET LAVENDER BAY,LAVENDER BAY,2060,NORTH SYDNEY,2005,21,45.4,0.49,exact,18.9,1625.8,7.6,2.5,0.999,residential,,dark_throughout,0.256,,,,,-33.8429603,151.2090947,way/1469138657
4 ENID STREET DENISTONE,DENISTONE,2114,RYDE,2005,21,45.4,0.37,exact,47.3,951.4,15.1,3.1,1.0,residential,,mid_tone,0.73,,,,,-33.8009894,151.0964629,way/1126797154
38 BURRAWONG AVENUE MOSMAN,MOSMAN,2088,MOSMAN,2005,21,45.4,0.75,nearby,46.6,1137.1,9.7,5.2,0.925,residential,2,unknown,,,,,,-33.8388459,151.2479362,way/1535188880
3 BEACH AVENUE VAUCLUSE,VAUCLUSE,2030,WOOLLAHRA,2005,21,45.4,0.61,nearby,20.0,677.0,5.2,3.8,0.999,residential,,mid_tone,0.552,,,,,-33.8474453,151.2825197,way/1481742965
59-61 GERARD STREET CREMORNE,CREMORNE,2090,NORTH SYDNEY,2005,21,45.4,0.35,nearby,24.1,1545.6,6.9,3.5,1.0,residential,,mid_tone,0.76,,,,,-33.8274831,151.2283379,way/1511440413
75 CHARLES STREET PUTNEY,PUTNEY,2112,RYDE,2005,21,45.4,0.49,exact,23.5,1012.7,7.0,3.4,0.999,residential,,dark_throughout,0.435,,,,,-33.8225894,151.1091224,way/1263363032
76 RAY ROAD EPPING,EPPING,2121,CITY OF PARRAMATTA,2005,21,45.4,0.4,nearby,41.2,1532.4,9.3,4.9,0.905,residential,,dark_throughout,0.496,,,,,-33.7662725,151.0742867,way/857958783
5 CONSTANCE CLOSE EPPING,EPPING,2121,CITY OF PARRAMATTA,2005,21,45.4,0.36,exact,39.2,1078.2,8.8,4.5,0.999,residential,,dark_throughout,0.319,,,,,-33.7635307,151.0849585,way/972489310
7 ROSEMARY PLACE CHERRYBROOK,CHERRYBROOK,2126,HORNSBY,1998,28,45.4,0.65,exact,41.0,738.1,9.3,4.4,1.0,residential,,renovated_recent,0.365,,,,,-33.7233439,151.0414451,way/1292539002
120 DAVID ROAD CASTLE HILL,CASTLE HILL,2154,THE HILLS SHIRE,1998,28,45.4,0.39,exact,42.5,1235.0,9.2,4.6,0.999,residential,,renovated_recent,0.517,,,,,-33.7248979,151.0284947,way/1285181545
10 ISABEL CLOSE CHERRYBROOK,CHERRYBROOK,2126,HORNSBY,2005,21,45.4,0.6,exact,26.6,1118.8,9.0,3.0,0.999,residential,,dark_throughout,0.522,,,,,-33.7177321,151.0367134,way/1297342375
20 CHURCHILL AVENUE WAHROONGA,WAHROONGA,2076,KU-RING-GAI,1998,28,45.4,0.61,exact,31.3,1144.2,8.8,3.7,0.976,residential,,renovated_recent,0.234,,,,,-33.7094301,151.1136302,way/1148715266
13 WOLSTENHOLME AVENUE GYMEA,GYMEA,2227,SUTHERLAND SHIRE,1998,28,45.3,0.65,nearby,29.5,939.4,7.8,4.3,0.872,residential,,renovated_recent,0.547,,,,,-34.0307604,151.0881551,way/1483313574
107 HARGRAVE STREET PADDINGTON,PADDINGTON,2021,WOOLLAHRA,1998,28,45.3,0.37,exact,21.1,283.2,5.9,3.6,1.0,residential,,dark_throughout,0.433,,,,,-33.8847869,151.2341909,way/1424742925
608A BLAXLAND ROAD EASTWOOD,EASTWOOD,2122,RYDE,2005,21,45.3,0.61,exact,55.8,573.7,11.4,5.0,0.981,residential,,dark_throughout,0.465,,,,,-33.7849527,151.084559,way/1337618734
5 ALEXANDRIA AVENUE EASTWOOD,EASTWOOD,2122,RYDE,2005,21,45.3,0.24,exact,29.0,1395.9,7.6,4.1,0.928,residential,,dark_throughout,0.288,,,,,-33.7866957,151.0900301,way/1337621129
16 RAILWAY AVENUE EASTWOOD,EASTWOOD,2122,RYDE,2005,21,45.3,0.35,exact,30.6,2381.1,9.3,3.4,0.962,residential,,dark_throughout,0.275,,,,,-33.7849051,151.0818967,way/1337621130
26 BRAY STREET MOSMAN,MOSMAN,2088,MOSMAN,2005,21,45.3,0.46,exact,27.2,685.4,8.2,3.3,0.998,residential,,mid_tone,0.664,,,,,-33.8206502,151.2330659,way/1511440257
391 MILITARY ROAD MOSMAN,MOSMAN,2088,MOSMAN,2005,21,45.3,0.56,nearby,22.0,1301.0,6.7,4.0,0.816,residential,2,unknown,,,,,,-33.8257301,151.2332766,way/1511440464
1 BOYLE STREET MOSMAN,MOSMAN,2088,MOSMAN,2005,21,45.3,0.25,nearby,22.1,3544.2,6.7,3.6,0.899,residential,,mid_tone,0.574,,,,,-33.8372982,151.231606,way/1519565519
3 INKERMAN STREET MOSMAN,MOSMAN,2088,MOSMAN,2005,21,45.3,0.35,exact,33.2,1086.3,8.1,4.1,0.999,residential,,dark_throughout,0.471,,,,,-33.8182582,151.2369178,way/1532945562
10 CRESCENT STREET HUNTERS HILL,HUNTERS HILL,2110,HUNTERS HILL,2005,21,45.3,0.26,nearby,39.4,702.1,10.1,5.2,0.748,residential,,mid_tone,0.77,,,,,-33.8373728,151.1600325,way/1500242195
138 MILSON ROAD CREMORNE POINT,CREMORNE POINT,2090,NORTH SYDNEY,2005,21,45.3,0.6,nearby,34.7,1133.9,8.7,4.0,0.998,residential,,dark_throughout,0.383,,,,,-33.8398769,151.2253661,way/1519565227
10 ELLALONG ROAD CREMORNE,CREMORNE,2090,NORTH SYDNEY,2005,21,45.3,0.4,nearby,25.3,580.8,8.0,4.2,0.749,residential,,mid_tone,0.655,,,,,-33.8222815,151.2283453,way/1530597803
12 MCMULLEN AVENUE CARLINGFORD,CARLINGFORD,2118,CITY OF PARRAMATTA,2005,21,45.3,0.15,exact,35.8,1111.3,8.7,5.1,0.804,residential,,dark_throughout,0.409,,,,,-33.7671691,151.0524107,way/952811851
116 RAY ROAD EPPING,EPPING,2121,CITY OF PARRAMATTA,2005,21,45.3,0.85,exact,37.9,1285.1,9.2,4.7,0.878,residential,,renovated_recent,0.521,,,,,-33.7667,151.0703501,way/970791405
25 HOWARD PLACE NORTH EPPING,NORTH EPPING,2121,HORNSBY,2005,21,45.3,0.08,exact,56.5,1092.2,12.7,5.0,0.882,residential,,mid_tone,0.575,,,,,-33.7621686,151.0966419,way/1065027412
10 KERRS ROAD CASTLE HILL,CASTLE HILL,2154,THE HILLS SHIRE,1998,28,45.3,0.38,exact,38.5,1338.8,9.0,4.4,0.977,residential,,renovated_recent,0.4,,,,,-33.7383285,150.9990067,way/678304697
8 DAVENEY WAY WEST PENNANT HILLS,WEST PENNANT HILLS,2125,THE HILLS SHIRE,2005,21,45.3,0.74,exact,36.7,2509.6,9.0,5.1,0.804,residential,,renovated_recent,0.459,,,,,-33.7395678,151.0244043,way/807012285
7 CEDAR PLACE SOUTH COOGEE,SOUTH COOGEE,2034,RANDWICK,1998,28,45.2,0.33,nearby,36.7,481.7,11.7,3.2,0.987,residential,,mid_tone,0.6,,,,,-33.9341226,151.2490911,way/954669744
309 GREEN VALLEY ROAD GREEN VALLEY,GREEN VALLEY,2168,LIVERPOOL,1998,28,45.2,0.27,nearby,21.1,1154.9,6.8,3.1,0.999,residential,,dark_throughout,0.38,,,,,-33.9006158,150.8576131,way/1551211781
56 ARTHUR STREET STRATHFIELD,STRATHFIELD,2135,STRATHFIELD,2005,21,45.2,0.34,exact,53.5,1053.9,9.4,5.7,1.0,residential,,dark_throughout,0.3,,,,,-33.8713612,151.0732094,way/565666896
2 COLINDIA AVENUE NEUTRAL BAY,NEUTRAL BAY,2089,NORTH SYDNEY,2005,21,45.2,0.25,exact,30.3,961.5,10.8,3.5,0.799,residential,,dark_throughout,0.475,,,,,-33.8380684,151.2155108,way/1511188947
35 WINGATE AVENUE EASTWOOD,EASTWOOD,2122,RYDE,2005,21,45.2,0.27,nearby,58.8,1657.4,14.7,6.5,0.621,residential,,dark_throughout,0.348,,,,,-33.7868657,151.0778807,way/1335298617
35A LAKESIDE ROAD EASTWOOD,EASTWOOD,2122,RYDE,2005,21,45.2,0.34,exact,60.7,1501.4,12.2,5.0,0.989,residential,,dark_throughout,0.451,,,,,-33.7851879,151.0784895,way/1335877470
11A THE BOULEVARDE CAMMERAY,CAMMERAY,2062,NORTH SYDNEY,2005,21,45.2,0.32,exact,31.3,440.0,7.9,5.6,0.706,residential,,dark_throughout,0.431,,,,,-33.8179615,151.2138233,way/1511440314
35 BRERETON STREET GLADESVILLE,GLADESVILLE,2111,RYDE,2005,21,45.2,0.34,exact,34.6,926.0,8.5,4.2,0.961,residential,,dark_throughout,0.333,,,,,-33.8254518,151.1230751,way/1263363151
19 HILLSIDE CRESCENT GLENBROOK,GLENBROOK,2773,BLUE MOUNTAINS,1998,28,45.2,0.42,exact,22.1,1022.1,7.9,3.7,0.747,residential,,renovated_recent,0.548,,,,,-33.7665343,150.6335573,way/967217402
3 PATYA CLOSE EPPING,EPPING,2121,CITY OF PARRAMATTA,2005,21,45.2,0.45,exact,31.4,1071.2,9.4,3.5,0.955,residential,,dark_throughout,0.299,,,,,-33.7682304,151.0760817,way/834093264
2 WYRALLA AVENUE EPPING,EPPING,2121,CITY OF PARRAMATTA,2005,21,45.2,0.34,exact,28.1,1574.2,8.3,3.7,0.931,residential,,dark_throughout,0.439,,,,,-33.7751288,151.0794037,way/937051287
4 SHIRLEY STREET EPPING,EPPING,2121,CITY OF PARRAMATTA,2005,21,45.2,0.14,exact,46.6,1141.3,10.8,5.7,0.753,residential,,dark_throughout,0.524,,,,,-33.7738975,151.0613958,way/955525739
22 WYRALLA AVENUE EPPING,EPPING,2121,CITY OF PARRAMATTA,2005,21,45.2,0.34,exact,41.3,953.2,9.2,4.6,0.978,residential,,dark_throughout,0.46,,,,,-33.776018,151.078067,way/958164187
122B SUTHERLAND ROAD BEECROFT,BEECROFT,2119,HORNSBY,1998,28,45.2,0.28,exact,70.0,1847.2,12.8,6.4,0.86,residential,,renovated_recent,0.444,,,,,-33.7458035,151.0668191,way/1322824683
34 WESSON ROAD WEST PENNANT HILLS,WEST PENNANT HILLS,2125,THE HILLS SHIRE,2005,21,45.2,0.23,exact,58.3,1589.6,10.5,5.8,0.952,residential,,dark_throughout,0.407,,,,,-33.738994,151.0446258,way/1327769987
20 JARRAH PLACE CASTLE HILL,CASTLE HILL,2154,THE HILLS SHIRE,2005,21,45.2,0.36,exact,29.9,1158.5,8.9,3.9,0.851,residential,,dark_throughout,0.471,,,,,-33.7391621,151.0124939,way/1330368940
1 BLIGHS ROAD CROMER,CROMER,2099,NORTHERN BEACHES,1998,28,45.2,0.16,nearby,15.6,839.3,5.1,3.1,0.999,residential,,dark_throughout,0.456,,,,,-33.7303844,151.2689107,way/1426441446
2 JOANNE CLOSE CHERRYBROOK,CHERRYBROOK,2126,HORNSBY,1998,28,45.2,0.62,exact,16.7,1180.1,5.1,3.5,0.946,residential,,renovated_recent,0.431,,,,,-33.7144431,151.0380896,way/1270613782
10 YASS CLOSE PRESTONS,PRESTONS,2170,LIVERPOOL,1998,28,45.1,0.32,nearby,21.7,798.2,7.4,3.3,0.898,residential,,dark_throughout,0.548,,,,,-33.9503182,150.8565995,way/1002304150
12 HOLLAND ROAD BELLEVUE HILL,BELLEVUE HILL,2023,WOOLLAHRA,1998,28,45.1,0.47,exact,31.9,1470.7,8.9,3.6,0.999,residential,,renovated_recent,0.429,,,,,-33.8848784,151.251045,way/1424707098
38 HARLEY CRESCENT EASTWOOD,EASTWOOD,2122,RYDE,2005,21,45.1,0.33,exact,29.1,910.2,6.7,4.5,0.962,residential,,dark_throughout,0.353,,,,,-33.7848895,151.0799952,way/1337621136
1 CONGEWOI ROAD MOSMAN,MOSMAN,2088,MOSMAN,2005,21,45.1,0.39,exact,47.8,726.3,9.7,5.7,0.863,residential,,dark_throughout,0.424,,,,,-33.8210763,151.2350686,way/1524873332
43 CAMMERAY ROAD CAMMERAY,CAMMERAY,2062,NORTH SYDNEY,2005,21,45.1,0.62,exact,14.2,593.7,5.0,2.9,0.998,residential,,dark_throughout,0.273,,,,,-33.8206161,151.222506,way/1528478287
14 DUNTROON AVENUE ROSEVILLE,ROSEVILLE,2069,KU-RING-GAI,2005,21,45.1,0.58,nearby,38.5,1243.3,9.8,3.9,0.999,residential,,dark_throughout,0.54,,,,,-33.7819176,151.1904146,way/1371379189
7 ST IVES AVENUE HUNTERS HILL,HUNTERS HILL,2110,HUNTERS HILL,2005,21,45.1,0.73,exact,42.0,2310.3,10.9,5.1,0.758,residential,,renovated_recent,0.517,,,,,-33.8380342,151.1616481,way/1500242191
32 SPRUSON STREET NEUTRAL BAY,NEUTRAL BAY,2089,NORTH SYDNEY,2005,21,45.1,0.35,exact,40.2,405.7,9.3,4.3,0.999,residential,,mid_tone,0.574,,,,,-33.8371773,151.2156123,way/1507674649
23 ARKLAND STREET CAMMERAY,CAMMERAY,2062,NORTH SYDNEY,2005,21,45.1,0.58,nearby,47.0,2237.7,12.3,4.1,0.938,residential,,dark_throughout,0.295,,,,,-33.8196063,151.2163025,way/1531006126
19 WYRALLA AVENUE EPPING,EPPING,2121,CITY OF PARRAMATTA,2005,21,45.1,0.1,nearby,45.3,895.0,9.5,6.5,0.733,residential,,mid_tone,0.594,,,,,-33.7760013,151.0772889,way/966334855
5 HUME AVENUE ST IVES,ST IVES,2075,KU-RING-GAI,2005,21,45.1,0.36,exact,23.9,1348.5,6.0,4.3,0.938,residential,,dark_throughout,0.279,,,,,-33.7226699,151.1722261,way/1310981150
101 HINDMARSH STREET CRANEBROOK,CRANEBROOK,2749,PENRITH,1998,28,45.1,0.26,nearby,27.9,1165.6,8.4,3.3,0.999,residential,,dark_throughout,0.471,,,,,-33.7143517,150.7127049,way/1119340829
22 KINDILEN CLOSE ROUSE HILL,ROUSE HILL,2155,THE HILLS SHIRE,1998,28,45.1,0.26,exact,43.1,996.1,15.7,5.3,0.521,residential,,renovated_recent,0.435,,,,,-33.675085,150.9284321,way/1390591369
15 MORGAN PLACE BEAUMONT HILLS,BEAUMONT HILLS,2155,THE HILLS SHIRE,1998,28,45.1,0.16,exact,24.5,750.7,7.7,3.2,0.999,residential,,dark_throughout,0.54,,,,,-33.6951091,150.938202,way/1396706866
3 SABAL PLACE BEAUMONT HILLS,BEAUMONT HILLS,2155,THE HILLS SHIRE,1998,28,45.1,0.31,nearby,9.5,556.6,5.9,1.6,0.999,residential,,mid_tone,0.571,,,,,-33.7074835,150.9410025,way/1483630575
417 THE BOULEVARDE KIRRAWEE,KIRRAWEE,2232,SUTHERLAND SHIRE,1998,28,45.0,0.6,nearby,37.8,1884.1,9.0,4.3,0.979,residential,,renovated_recent,0.527,,,,,-34.0263996,151.0812107,way/1489750019
6 MCLAREN STREET NORTH SYDNEY,NORTH SYDNEY,2060,NORTH SYDNEY,2005,21,45.0,0.85,nearby,50.1,172.4,10.9,4.6,0.999,residential,,mid_tone,0.749,,,,,-33.8342738,151.2047496,way/1469131791
522 MILLER STREET CAMMERAY,CAMMERAY,2062,NORTH SYDNEY,2005,21,45.0,0.46,exact,14.5,1243.1,5.8,2.5,0.999,residential,,dark_throughout,0.286,,,,,-33.8209008,151.2105173,way/1524545843
13 CHELMSFORD AVENUE EPPING,EPPING,2121,CITY OF PARRAMATTA,2005,21,45.0,0.26,exact,18.1,1190.0,7.0,3.3,0.772,residential,,dark_throughout,0.283,,,,,-33.7781866,151.0790283,way/918965580
15 FERNHILL AVENUE EPPING,EPPING,2121,CITY OF PARRAMATTA,2005,21,45.0,0.35,exact,21.9,1387.2,6.7,3.3,0.998,residential,,dark_throughout,0.478,,,,,-33.7673212,151.0771648,way/922377258
42 MAGNOLIA AVENUE EPPING,EPPING,2121,CITY OF PARRAMATTA,2005,21,45.0,0.37,nearby,38.3,1123.6,9.1,5.2,0.815,residential,,dark_throughout,0.274,,,,,-33.7644277,151.0654145,way/938317420
12 MAGNOLIA AVENUE EPPING,EPPING,2121,CITY OF PARRAMATTA,2005,21,45.0,0.46,exact,26.2,1093.3,7.0,3.7,0.999,residential,,dark_throughout,0.446,,,,,-33.7666217,151.0665499,way/950288990
8 MARS STREET EPPING,EPPING,2121,CITY OF PARRAMATTA,2005,21,45.0,0.38,nearby,37.4,1481.3,12.4,3.4,0.876,residential,,mid_tone,0.759,,,,,-33.7761829,151.063439,way/968635661
18 ENTERPRISE ROAD CRANEBROOK,CRANEBROOK,2749,PENRITH,1998,28,45.0,0.49,exact,26.8,1473.1,7.2,3.9,0.951,residential,,renovated_recent,0.548,,,,,-33.7145142,150.704839,way/1120940622
4 DELLVIEW STREET GLENBROOK,GLENBROOK,2773,BLUE MOUNTAINS,1998,28,45.0,0.71,nearby,32.9,1471.2,8.6,3.8,0.999,residential,,renovated_recent,0.472,,,,,-33.7702954,150.6234825,way/970820704
2 CROSBY AVENUE BEAUMONT HILLS,BEAUMONT HILLS,2155,THE HILLS SHIRE,1998,28,45.0,0.51,nearby,30.3,1176.0,8.4,4.9,0.737,residential,,renovated_recent,0.51,,,,,-33.7010141,150.9392723,way/1391094358
19-21 COLVILLE ROAD YELLOW ROCK,YELLOW ROCK,2777,BLUE MOUNTAINS,1998,28,45.0,0.4,exact,26.7,2997.3,7.8,3.8,0.897,residential,,renovated_recent,0.489,,,,,-33.6956466,150.6440507,way/1078415146
34 CARLISLE STREET ROSE BAY,ROSE BAY,2029,WOOLLAHRA,2005,21,44.9,0.47,exact,24.0,510.7,7.0,3.4,0.999,residential,,mid_tone,0.595,,,,,-33.8692163,151.2734137,way/1225101637
14 VIEW STREET WOOLLAHRA,WOOLLAHRA,2025,WOOLLAHRA,1998,28,44.9,0.3,nearby,34.3,397.4,8.2,4.2,1.0,residential,,dark_throughout,0.417,,,,,-33.8879976,151.2493918,way/1424707071
36 GOSBELL STREET PADDINGTON,PADDINGTON,2021,WOOLLAHRA,2005,21,44.9,0.5,nearby,25.2,1103.3,7.5,4.4,0.762,residential,,dark_throughout,0.474,,,,,-33.8792042,151.2259524,way/1424707097
1 HOLLOWFORTH AVENUE KURRABA POINT,KURRABA POINT,2089,NORTH SYDNEY,2005,21,44.9,0.45,exact,18.6,1103.7,5.8,3.2,0.999,residential,,dark_throughout,0.397,,,,,-33.8419369,151.2232753,way/1511188910
26 IREDALE AVENUE CREMORNE POINT,CREMORNE POINT,2090,NORTH SYDNEY,2005,21,44.9,0.32,exact,27.1,761.0,7.3,3.7,0.998,residential,,mid_tone,0.576,,,,,-33.8367534,151.2270236,way/1519570081
63 CAMMERAY ROAD CAMMERAY,CAMMERAY,2062,NORTH SYDNEY,2005,21,44.9,0.7,nearby,24.1,915.8,7.2,3.3,0.999,residential,,dark_throughout,0.397,,,,,-33.8197111,151.2235334,way/1524873292
1 KIPPARA ROAD DOVER HEIGHTS,DOVER HEIGHTS,2030,WAVERLEY,1998,28,44.9,0.18,nearby,69.5,1387.3,21.7,3.3,0.969,residential,,dark_throughout,0.504,,,,,-33.8798349,151.2794804,way/955379339
4 PORTVIEW ROAD GREENWICH,GREENWICH,2065,LANE COVE,2005,21,44.9,0.51,exact,23.9,633.9,6.8,4.2,0.849,residential,,dark_throughout,0.37,,,,,-33.8253675,151.1902977,way/1534243555
36 MAGNOLIA AVENUE EPPING,EPPING,2121,CITY OF PARRAMATTA,2005,21,44.9,0.47,nearby,42.7,1115.4,11.2,4.6,0.834,residential,,dark_throughout,0.474,,,,,-33.7648435,151.0655305,way/838429851
15A RYDE STREET EPPING,EPPING,2121,CITY OF PARRAMATTA,2005,21,44.9,0.37,exact,30.2,735.9,7.2,4.6,0.914,residential,,dark_throughout,0.421,,,,,-33.7772387,151.0684251,way/965777126
30 DORSET STREET EPPING,EPPING,2121,CITY OF PARRAMATTA,2005,21,44.9,0.22,exact,49.1,1233.6,11.5,4.8,0.884,residential,,dark_throughout,0.287,,,,,-33.7663828,151.0906186,way/972581062
125 FRANCIS GREENWAY DRIVE CHERRYBROOK,CHERRYBROOK,2126,HORNSBY,1998,28,44.9,0.46,exact,43.2,1102.7,8.7,5.0,0.999,residential,,renovated_recent,0.397,,,,,-33.7221543,151.0490532,way/1297351242
7 BANCROFT AVENUE WEST PENNANT HILLS,WEST PENNANT HILLS,2125,THE HILLS SHIRE,2005,21,44.9,0.39,nearby,41.1,749.2,10.1,5.6,0.719,residential,,dark_throughout,0.417,,,,,-33.7349295,151.0559801,way/1302509865
11 DULHUNTY COURT CRANEBROOK,CRANEBROOK,2749,PENRITH,1998,28,44.9,0.61,exact,39.3,652.0,8.9,4.7,0.936,residential,,renovated_recent,0.226,,,,,-33.7151439,150.7145716,way/1120938651
10A WAHROONGA AVENUE WAHROONGA,WAHROONGA,2076,KU-RING-GAI,1998,28,44.9,0.59,exact,19.0,1816.3,7.3,2.6,0.993,residential,,renovated_recent,0.208,,,,,-33.7112975,151.1258967,way/1162993264
115 CHALEYER STREET ROSE BAY,ROSE BAY,2029,WOOLLAHRA,1998,28,44.8,0.85,nearby,40.6,607.9,8.0,5.5,0.925,residential,,renovated_recent,0.42,,,,,-33.8777083,151.2770439,way/955843263
2-8 DARLING STREET BALMAIN EAST,BALMAIN EAST,2041,INNER WEST,2005,21,44.8,0.08,exact,38.8,640.3,8.1,5.5,0.873,residential,,mid_tone,0.614,,,,,-33.8571222,151.1957167,way/1350653892
6A HERMINGTON STREET EPPING,EPPING,2121,CITY OF PARRAMATTA,2005,21,44.8,0.42,exact,23.4,735.7,7.8,3.0,1.0,residential,,mid_tone,0.784,,,,,-33.7783957,151.0656454,way/906403401
